Name,User,Startdate,Enddate,trap_type,trap_code,trap_status,PBS_code,PBS_type,number_containers,Field_visit_completed,remarks,contact_person_name,contact_person_email,contact_person_tel,contact_remarks,PoE_name,PoE_code,PoE_type,PoE_street,PoE_municipality,PoE_website,PoE_remarks
M17ROO151OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 09:07:35,Oviposition trap,O151,Polystyrene next to trap,,,,Yes,,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17BAO062OKT26,Isra Deblauwe,26-10-2017 02:00:00,24-11-2017 13:04:55,Oviposition trap,O062,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17ATL001OKT10,Isra Deblauwe,10-10-2017 02:00:00,10-10-2017 07:42:47,Larval sampling,l001,,,Tyre,200,Yes,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17BAO069SEP28,Isra Deblauwe,28-09-2017 02:00:00,26-10-2017 13:03:21,Oviposition trap,O069,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17HAO271OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 11:20:19,Oviposition trap,O271,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17BAO070AUG31,Isra Deblauwe,31-08-2017 02:00:00,28-09-2017 14:37:49,Oviposition trap,O070,Stopped working,,,,Yes,no more water in tier - 28/09 added some water and put new polystyrene ,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17E4L003SEP19,Isra Deblauwe,19-09-2017 11:35:03,19-09-2017 11:35:09,Larval sampling,,,e4l003,Metal container,1,Yes,white bath with clear water,,,,,,E4,,,,,
M17ATO004OKT24,Isra Deblauwe,24-10-2017 02:00:00,21-11-2017 09:07:19,Oviposition trap,O004,OK,,,,Yes,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17E3O123AUG28,Isra Deblauwe,28-08-2017 02:00:00,25-09-2017 13:30:49,Oviposition trap,O123,Polystyrene gone,,,,Yes,,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17E9O079AUG18,Isra Deblauwe,18-08-2017 02:00:00,15-09-2017 13:04:00,Oviposition trap,O079,Stopped working,,,,Yes,dry no more water in pot,"Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17MMO223SEP05,Isra Deblauwe,05-09-2017 02:00:00,03-10-2017 14:51:15,Oviposition trap,O223,Polystyrene next to trap,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17E2O113SEP25,Isra Deblauwe,25-09-2017 02:00:00,23-10-2017 14:30:29,Oviposition trap,O113,Polystyrene next to trap,,,,Yes,,Marlene Jacobs (hoofdverantwoordelijke Autogrill),,0477 80 08 57,tel van AC hotel in Messancy: 063 23 32 54,E411 (E25) AC Hotel Arlon (Messancy),E2,Parking lot,Aire de Hondelange,Messancy,http://www.autogrill.be/nl/search/site/messancy ,
M17E2O114AUG28,Isra Deblauwe,28-08-2017 02:00:00,25-09-2017 11:38:41,Oviposition trap,O114,Polystyrene next to trap,,,,Yes,,Marlene Jacobs (hoofdverantwoordelijke Autogrill),,0477 80 08 57,tel van AC hotel in Messancy: 063 23 32 54,E411 (E25) AC Hotel Arlon (Messancy),E2,Parking lot,Aire de Hondelange,Messancy,http://www.autogrill.be/nl/search/site/messancy ,
M17VPO240SEP08,Isra Deblauwe,08-09-2017 02:00:00,06-10-2017 11:24:13,Oviposition trap,O240,Polystyrene gone,,,,Yes,tyre gone,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17MMO201SEP05,Isra Deblauwe,05-09-2017 02:00:00,03-10-2017 10:03:05,Oviposition trap,O201,Polystyrene next to trap,,,,Yes,nibbled on,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17HAO293AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 16:35:12,Oviposition trap,O293,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17EBO084SEP27,Isra Deblauwe,27-09-2017 02:00:00,25-10-2017 10:30:03,Oviposition trap,O084,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17E3O125SEP25,Isra Deblauwe,25-09-2017 02:00:00,23-10-2017 12:02:23,Oviposition trap,O125,OK,,,,Yes,,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17HAM041OKT02,Isra Deblauwe,02-10-2017 02:00:00,16-10-2017 09:58:57,Mosquito Magnet trap,M041,OK,,,,Yes,"val M001 gebruikt, 16/10 new gas tank + octenol + battery",Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17RAO132OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 10:54:56,Oviposition trap,O132,OK,,,,Yes,new trap placed see foto ,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17MCL006OKT12,Isra Deblauwe,12-10-2017 02:00:00,12-10-2017 14:31:30,Larval sampling,,,MCL006,Metal container,1,Yes,cooking pan,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17ATL003OKT10,Isra Deblauwe,10-10-2017 02:00:00,,Larval sampling,,,,,,No,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17MML008SEP05,Isra Deblauwe,05-09-2017 02:00:00,05-09-2017 11:08:04,Larval sampling,,,mml008,Plastic container,11,Yes,"6 buckets, 2 gieters and one black container",,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17ETO241AUG25,Isra Deblauwe,25-08-2017 02:00:00,08-09-2017 09:55:57,Oviposition trap,O241,OK,,,,Yes,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17EBO087DEC20,Isra Deblauwe,20-12-2017 01:00:00,,Oviposition trap,O087,OK,,,,No,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17ABL008OKT10,Isra Deblauwe,10-10-2017 02:00:00,,Larval sampling,,,,,,No,,Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17VPO234SEP08,Isra Deblauwe,08-09-2017 02:00:00,06-10-2017 11:09:32,Oviposition trap,O234,OK,,,,Yes,,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17E7L003OKT11,Isra Deblauwe,11-10-2017 02:00:00,11-10-2017 14:32:06,Larval sampling,,,E7L003,Plastic container,2,Yes,in garden of friture,,inter-national@skynet.be,056 41 00 96,,E17 (A22) Inter Restaurant (Rekkem),E7,Parking lot,Paradijsstraat 40,Rekkem,,
M17HAO273AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 11:43:02,Oviposition trap,O273,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17MMO210AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 10:58:22,Oviposition trap,O210,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17E7O110OKT11,Isra Deblauwe,11-10-2017 02:00:00,08-11-2017 09:00:19,Oviposition trap,O110,Polystyrene gone,,,,Yes,,,inter-national@skynet.be,056 41 00 96,,E17 (A22) Inter Restaurant (Rekkem),E7,Parking lot,Paradijsstraat 40,Rekkem,,
M17VPO231AUG25,Isra Deblauwe,25-08-2017 02:00:00,08-09-2017 14:02:59,Oviposition trap,O231,OK,,,,Yes,,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17MCO044SEP28,Isra Deblauwe,28-09-2017 02:00:00,26-10-2017 08:35:33,Oviposition trap,O044,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17EBL002SEP13,Isra Deblauwe,13-09-2017 02:00:00,13-09-2017 11:03:49,Larval sampling,,,ebl002,Plastic container,6,Yes,inside,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17ABO013OKT24,Isra Deblauwe,24-10-2017 02:00:00,21-11-2017 10:33:39,Oviposition trap,O013,OK,,,,Yes,,Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17AZO034SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 11:52:32,Oviposition trap,O034,Polystyrene next to trap,,,,Yes,trap fallen over,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17VPB015NOV03,Isra Deblauwe,03-11-2017 01:00:00,,BG-Sentinel trap,B015,OK,,,,No,,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17ROO168OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 08:10:25,Oviposition trap,O168,Polystyrene next to trap,,,,Yes,nibbled on by animals ,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17PZO098OKT25,Isra Deblauwe,25-10-2017 02:00:00,22-11-2017 08:42:26,Oviposition trap,O098,OK,,,,Yes,,Van De Pitte Jan,,050 36 74 40,FAVV: Lieven Van De Wiele (PCE West-Vlaanderen: 050 30 37 14); Haven: Marieke Oosterloo (Harbour master's office: hkd@mbz.be); business intelligence director: Patrick Van Cauwenberghe (pvc@mbz.be),Port of Zeebrugge,PZ,Port,Werfkaai,Zeebrugge,,
M17HAL011SEP04,Isra Deblauwe,04-09-2017 13:46:10,04-09-2017 13:46:14,Larval sampling,,,hal011,Plastic container,6,Yes,"5 buckets on private property, no larvae and 1 gieter",,,,,,HA,,,,,
M17HAO291OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 08:50:08,Oviposition trap,O291,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17ATB009SEP26,Isra Deblauwe,26-09-2017 02:00:00,10-10-2017 08:20:36,BG-Sentinel trap,B009,OK,,,,Yes,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17ETO248AUG25,Isra Deblauwe,25-08-2017 02:00:00,08-09-2017 10:12:26,Oviposition trap,O248,OK,,,,Yes,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17ATO001OKT24,Isra Deblauwe,24-10-2017 02:00:00,21-11-2017 09:01:45,Oviposition trap,O001,OK,,,,Yes,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17PAO022SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 14:19:49,Oviposition trap,O022,OK,,,,Yes,,Lazlo Avonts (of Nele Vanham),lazlo.avonts@favv.be,03 543 66 40,"FAVV GIP (of douane: Bram Bryssinckx: bram.bryssinckx@minfin.fed.be 0257 873 56 of 04707 873 56 ), tel GIP LO: 03/570 29 29",Border Inspection Post Linkeroever Port Antwerp,PA,Port,"Sint-Antoniusweg, kaai 1795",Kallo,,
M17HAO265AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 09:32:57,Oviposition trap,O265,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17HAO286SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 12:48:44,Oviposition trap,O286,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17HAO277SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 09:16:52,Oviposition trap,O277,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17ROL004SEP20,Isra Deblauwe,20-09-2017 10:49:22,20-09-2017 10:49:26,Larval sampling,,,rol004,Tyre,52,Yes,"tyres in field, a lot of Culex",,,,,,RO,,,,,
M17MMO228SEP05,Isra Deblauwe,05-09-2017 02:00:00,03-10-2017 09:29:36,Oviposition trap,O228,Polystyrene next to trap,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17MBO182OKT03,Isra Deblauwe,03-10-2017 02:00:00,31-10-2017 10:09:10,Oviposition trap,O182,OK,,,,Yes,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17ROO164SEP20,Isra Deblauwe,20-09-2017 11:52:27,17-10-2017 11:07:32,Oviposition trap,O164,OK,,,,Yes,filter paper added,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17AZO032OKT24,Isra Deblauwe,24-10-2017 02:00:00,21-11-2017 06:13:04,Oviposition trap,O051,OK,,,,Yes,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17E9O074SEP15,Isra Deblauwe,15-09-2017 02:00:00,13-10-2017 14:23:49,Oviposition trap,O074,OK,,,,Yes,,"Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17ABL002OKT10,Isra Deblauwe,10-10-2017 02:00:00,10-10-2017 10:48:48,Larval sampling,,,l002,Metal container,1,Yes,,Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17ETL005OKT20,Isra Deblauwe,20-10-2017 02:00:00,,Larval sampling,,,,,,No,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17MCO041AUG31,Isra Deblauwe,31-08-2017 02:00:00,28-09-2017 10:01:35,Oviposition trap,O041,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17EBO089SEP27,Isra Deblauwe,27-09-2017 02:00:00,25-10-2017 10:35:12,Oviposition trap,O089,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17HAO290OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 08:35:12,Oviposition trap,O290,Stopped working,,,,Yes,new trap placed same location
30/10
trap gone,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17E7L006OKT11,Isra Deblauwe,11-10-2017 02:00:00,,Larval sampling,,,,,,No,,,inter-national@skynet.be,056 41 00 96,,E17 (A22) Inter Restaurant (Rekkem),E7,Parking lot,Paradijsstraat 40,Rekkem,,
M17EBO086OKT25,Isra Deblauwe,25-10-2017 02:00:00,22-11-2017 10:28:22,Oviposition trap,O086,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17MCO043OKT26,Isra Deblauwe,26-10-2017 02:00:00,24-11-2017 10:18:55,Oviposition trap,O043,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17MBO182SEP05,Isra Deblauwe,05-09-2017 02:00:00,03-10-2017 12:20:01,Oviposition trap,O182,Polystyrene gone,,,,Yes,trap gone - new tier - see foto - m17mbo182sep05 polystyrene found on 28/11,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17HAO274AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 09:59:00,Oviposition trap,O274,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17E4O173SEP19,Isra Deblauwe,19-09-2017 02:00:00,17-10-2017 15:34:01,Oviposition trap,O173,Polystyrene gone,,,,Yes,,,H6322@accor.com ,087 85 11 00,,E40 (A3) Hotel Ibis (Raeren),E4,Parking lot,Aire de repos de Lichtenbusch Autoroute E40 n°4,Raeren,https://www.accorhotels.com/nl/hotel-6322-ibis-budget-aachen-raeren-grenze/index.shtml#section-location ,
M17ATO007AUG29,Isra Deblauwe,29-08-2017 02:00:00,26-09-2017 09:31:22,Oviposition trap,O007,OK,,,,Yes,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17E9O077OKT13,Isra Deblauwe,13-10-2017 02:00:00,10-11-2017 11:32:49,Oviposition trap,O077,Stopped working,,,,Yes,"stop sampling, trap gone but polystyrene still in place...","Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17EBL006SEP13,Isra Deblauwe,13-09-2017 02:00:00,13-09-2017 10:40:45,Larval sampling,,,ebl006,Drainage,,Yes,inside - dry - no larvae found ,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17MCL007OKT12,Isra Deblauwe,12-10-2017 02:00:00,12-10-2017 14:38:26,Larval sampling,,,MCL007,Plastic container,2,Yes,"1 bad tub , 1 plastic ",Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17MCO045AUG17,Isra Deblauwe,17-08-2017 02:00:00,31-08-2017 14:05:03,Oviposition trap,O045,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17ACB011NOV09,Isra Deblauwe,09-11-2017 01:00:00,,BG-Sentinel trap,B011,OK,,,,No,,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17ALL005OKT20,Isra Deblauwe,20-10-2017 02:00:00,,Larval sampling,,,,,,No,,William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17MMO213AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 12:51:16,Oviposition trap,O213,Polystyrene next to trap,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17E3O128SEP25,Isra Deblauwe,25-09-2017 02:00:00,23-10-2017 12:34:32,Oviposition trap,O128,OK,,,,Yes,,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17MMO225AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 14:04:48,Oviposition trap,O225,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17MCO050OKT26,Isra Deblauwe,26-10-2017 02:00:00,,Oviposition trap,O050,OK,,,,No,niet gevonden op 26/10,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17HAO298SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 15:10:30,Oviposition trap,O298,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17MCO042OKT26,Isra Deblauwe,26-10-2017 02:00:00,24-11-2017 10:18:04,Oviposition trap,O042,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17HAO265OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 10:49:27,Oviposition trap,O265,Stopped working,,,,Yes,"new tyre, new location gps point taken
30/10 not found ",Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17ROO169OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 07:56:10,Oviposition trap,O169,OK,,,,Yes,,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17SPO316OKT30,Isra Deblauwe,30-10-2017 01:00:00,27-11-2017 08:36:01,Oviposition trap,O316,OK,,,,Yes,,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
