"Tube Number";"Sampling Code";"Genus";"Species";"Sex";"Number";"Box";"Storage of Box";"Status";"Identifier";"Date ID";"Comments"
"EM364";"PEM011Aug";"Culex";"pipiens";"F";1;"PE01";"KB25, closet 123";"Empty";"Isra";2012/10/9 0:00:00;"few legs"
"EM365";"M2M002Au1";"Culex";"pipiens/torrentium?";"F";1;"M201";"KB25, closet 123";"No abdomen";"Isra";2012/10/9 0:00:00;"no legs,  scales, abdomen"
"EM366";"M2M002Au1";"Aedes";"cinereus/geminus";"F";1;"M201";"KB25, closet 123";"Empty";"Isra";2012/10/9 0:00:00;"no legs"
"EM367";"M2M002Au1";"Culex";"pipiens/torrentium?";"F";1;"M201";"KB25, closet 123";"Empty";"Isra";2012/10/9 0:00:00;"no legs"
"EM368";"M2M002Au1";"Anopheles";"plumbeus";"F";1;"M201";"KB25, closet 123";"Empty";"Isra";2012/10/9 0:00:00;"no legs"
"EM369";"M2M002Au1";"Aedes";"geniculatus";"F";1;"M201";"KB25, closet 123";"Empty";"Isra";2012/10/9 0:00:00;"few legs, head broken"
"EM370";"M2M002Au1";"Aedes";"geniculatus";"F";1;"M201";"KB25, closet 123";"Empty";"Isra";2012/10/9 0:00:00;"no legs"
"EM371";"M2M002Au1";"Aedes";"vexans";"F";1;"M201";"KB25, closet 123";"Empty";"Isra";2012/10/9 0:00:00;"no legs, wings"
"EM372";"AZM022Sep";"Culex";"pipiens/torrentium?";"M";1;"AZ01";"KB25, closet 123";"Male";"Isra";2012/10/10 0:00:00;"very dirty, 1 prealar scale"
"EM373";"M1M003W31";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"few legs, 1 prealar scale?"
"EM374";"M1M003W31";"Aedes";"koreicus";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"no legs"
"EM375";"TRM021Sep";"Culex";"pipiens/torrentium?";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"nectar in abdomen, dirty, no head, legs, scales"
"EM376";"TRM021Sep";"Culex";"pipiens/torrentium?";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"nectar in abdomen, dirty, no legs, scales"
"EM377";"TRM021Sep";"Culex";"pipiens/torrentium?";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"nectar in abdomen, dirty, few legs, no scales"
"EM378";"TRM021Sep";"Culex";"pipiens/torrentium?";"M";1;"TR01";"KB25, closet 123";"No abdomen";"Isra";2012/10/10 0:00:00;"no legs, 1 prealar scale"
"EM379";"TRM021Sep";"Anopheles";"plumbeus";"F";4;"TR01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"few legs, no antennae"
"EM380";"TRM021Sep";"Anopheles";"plumbeus";"F";1;"TR01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"few legs, with antennae"
"EM381";"TRM021Sep";"Anopheles";"plumbeus";"F";2;"TR01";"KB25, closet 123";"Gravid";"Isra";2012/10/10 0:00:00;"few legs, no antennae"
"EM382";"TRM021Sep";"Anopheles";"plumbeus";"F";3;"TR01";"KB25, closet 123";"No abdomen";"Isra";2012/10/10 0:00:00;"few legs, no antennae, abdomen"
"EM383";"A1M018Aug";"Culex";"pipiens";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"few legs"
"EM384";"A1M018Aug";"Culex";"pipiens";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"few legs"
"EM385";"A1M018Aug";"Culex";"pipiens";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;
"EM386";"A1M018Aug";"Culex";"pipiens";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"few legs"
"EM387";"A1M018Aug";"Coquillettidia";"richiardii";"F";4;"A101";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"few legs"
"EM388";"A1M018Aug";"Culiseta";"annulata";"F";1;"A101";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"1 leg"
"EM389";"EVM010Sep";"Culex";"pipiens/torrentium?";"F";1;"EV01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"nectar in abdomen, no scales"
"EM390";"AOM009Sep";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"no legs, 1 prealar scale"
"EM391";"AOM009Sep";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"no legs, nectar in abdomen, dirty"
"EM392";"AOM009Sep";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"few legs, nectar in abdomen"
"EM393";"AOM009Sep";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"no legs, nectar in abdomen"
"EM394";"AOM009Sep";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"few legs, nectar in abdomen, dirty"
"EM395";"EVM010Aug";"Culex";"pipiens/torrentium?";"F";1;"EV01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;"1 leg, 1 prealar scale"
"EM396";"EVM010Aug";"Culex";"pipiens";"F";1;"EV01";"KB25, closet 123";"Gravid";"Isra";2012/10/10 0:00:00;
"EM397";"EVM010Aug";"Culex";"pipiens";"F";1;"EV01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;
"EM398";"EVM010Aug";"Culiseta";"annulata";"F";2;"EV01";"KB25, closet 123";"Empty";"Isra";2012/10/10 0:00:00;
"EM399";"M1M003W36";"Culex";"torrentium";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, complete"
"EM400";"M1M003W36";"Culex";"pipiens";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, complete"
"EM401";"M1M003W36";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, no scales"
"EM402";"M1M003W36";"Culex";"torrentium";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, 1 leg"
"EM403";"M1M003W36";"Culex";"pipiens";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, complete"
"EM404";"M1M003W36";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few legs, prealar scales?"
"EM405";"M1M003W36";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, no scales"
"EM406";"M1M003W36";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, no scales"
"EM407";"M1M003W36";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, no scales"
"EM408";"M1M003W36";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, complete"
"EM409";"M1M003W36";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, no legs, scales"
"EM410";"M1M003W36";"Culex";"pipiens";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;
"EM411";"M1M003W36";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, no scales"
"EM412";"M1M003W36";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few legs, scales"
"EM413";"M1M003W36";"Culex";"pipiens/torrentium?";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"prealar scales?"
"EM414";"M1M003W36";"Culex";"pipiens";"M";1;"M101";"KB25, closet 123";"Male";"Isra";2012/10/11 0:00:00;"abdomen broken"
"EM415";"M1M003W36";"Culex";"pipiens/torrentium?";"M";1;"M101";"KB25, closet 123";"Male";"Isra";2012/10/11 0:00:00;"flat, no scales"
"EM416";"M1M003W36";"Culex";"pipiens/torrentium?";"M";1;"M101";"KB25, closet 123";"Male";"Isra";2012/10/11 0:00:00;"no scales"
"EM417";"M1M003W36";"Culex";"pipiens/torrentium?";"M";1;"M101";"KB25, closet 123";"Male";"Isra";2012/10/11 0:00:00;"flat, no scales"
"EM418";"M1M003W36";"Culex";"pipiens/torrentium?";"M";1;"M101";"KB25, closet 123";"Male";"Isra";2012/10/11 0:00:00;"broken, no scales"
"EM419";"M1M003W36";"Anopheles";"maculipennis/messae?";"M";1;"M101";"KB25, closet 123";"Male";"Isra";2012/10/11 0:00:00;"complete"
"EM420";"M1M003W36";"Aedes";"koreicus";"F";1;"M101";"KB25, closet 123";"Gravid";"Isra";2012/10/11 0:00:00;"1 leg"
"EM421";"M1M003W36";"Aedes";"koreicus";"F";1;"M101";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;
"EM422";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few legs"
"EM423";"DIM014Sep";"Culex";"pipiens/torrentium?";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, complete, 1 prealar scale"
"EM424";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Gravid";"Isra";2012/10/11 0:00:00;"no legs"
"EM425";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, complete"
"EM426";"DIM014Sep";"Culex";"pipiens/torrentium?";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few legs"
"EM427";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few legs"
"EM428";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few legs"
"EM429";"DIM014Sep";"Culex";"pipiens/torrentium?";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few legs"
"EM430";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen"
"EM431";"DIM014Sep";"Culex";"pipiens/torrentium?";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, 1 prealar scale"
"EM432";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, no legs"
"EM433";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"No abdomen";"Isra";2012/10/11 0:00:00;"no legs, abdomen"
"EM434";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few legs"
"EM435";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen"
"EM436";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few legs"
"EM437";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few legs"
"EM438";"DIM014Sep";"Culex";"pipiens/torrentium?";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, no legs"
"EM439";"DIM014Sep";"Culex";"pipiens/torrentium?";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few scales"
"EM440";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen"
"EM441";"DIM014Sep";"Culex";"pipiens";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen"
"EM442";"DIM014Sep";"Culex";"pipiens/torrentium?";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few scales"
"EM443";"DIM014Sep";"Culex";"pipiens/torrentium?";"F";1;"DI01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few scales"
"EM444";"ATM013Sep";"Culex";"pipiens/torrentium?";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"no scales"
"EM445";"ATM013Sep";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, no legs"
"EM446";"ATM013Sep";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"nectar in abdomen, few legs"
"EM447";"ATM013Sep";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"1 leg"
"EM448";"ATM013Sep";"Culex";"pipiens";"F";1;"AT01";"KB25, closet 123";"No abdomen";"Isra";2012/10/11 0:00:00;"1 leg (male?)"
"EM449";"ATM013Sep";"Anopheles";"plumbeus";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"1 leg missing"
"EM450";"ATM013Sep";"Anopheles";"plumbeus";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"with antennae, only 1 leg"
"EM451";"ATM013Sep";"Anopheles";"plumbeus";"F";1;"AT01";"KB25, closet 123";"Empty";"Isra";2012/10/11 0:00:00;"no antennae, legs"
"EM452";"ATM013Sep";"Anopheles";"plumbeus";"M";2;"AT01";"KB25, closet 123";"Male";"Isra";2012/10/11 0:00:00;"no abdomen, legs"
"EM453";"ALM019Sep";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Gravid";"Isra";2012/10/12 0:00:00;
"EM454";"ALM019Sep";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs, scales"
"EM455";"ALM019Sep";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Gravid";"Isra";2012/10/12 0:00:00;"no legs, scales, head, 1 wing"
"EM456";"ALM019Sep";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs, scales, wings"
"EM457";"ALM019Sep";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs, scales"
"EM458";"ALM019Sep";"Culex";"pipiens";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"no legs"
"EM459";"ALM019Sep";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs, scales"
"EM460";"ALM019Sep";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs, scales"
"EM461";"ALM019Sep";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs, 1 prealar scale?"
"EM462";"ALM019Sep";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs, scales"
"EM463";"ALM019Sep";"Culex";"pipiens/torrentium?";"F";1;"AL01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs, scales"
"EM464";"VPM004Sep";"Culex";"pipiens/torrentium?";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs, scales"
"EM465";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"few legs"
"EM466";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"few legs"
"EM467";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs"
"EM468";"VPM004Sep";"Culex";"torrentium";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs"
"EM469";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"no legs, abdomen broken, 1 wing"
"EM470";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"no legs, abdomen broken, 1 wing"
"EM471";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"no legs, abdomen broken, 1 wing"
"EM472";"VPM004Sep";"Culex";"pipiens/torrentium?";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs, scales"
"EM473";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs"
"EM474";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM475";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs"
"EM476";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"1 wing, no legs"
"EM477";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs"
"EM478";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Gravid";"Isra";2012/10/12 0:00:00;"1 wing, no legs"
"EM479";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;
"EM480";"VPM004Sep";"Culex";"pipiens/torrentium?";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete, few scales"
"EM481";"VPM004Sep";"Culex";"pipiens/torrentium?";"F";1;"VP01";"KB25, closet 123";"Gravid";"Isra";2012/10/12 0:00:00;"no legs, few scales"
"EM482";"VPM004Sep";"Culex";"pipiens";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs, 1 wing"
"EM483";"VPM004Sep";"Culex";"pipiens/torrentium?";"F";1;"VP01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, flat"
"EM484";"VPM004Sep";"Culex";"pipiens";"M";1;"VP01";"KB25, closet 123";"Male";"Isra";2012/10/12 0:00:00;
"EM485";"VPM004Sep";"Culex";"pipiens";"M";1;"VP01";"KB25, closet 123";"Male";"Isra";2012/10/12 0:00:00;
"EM486";"EBM006Oct";"Culex";"pipiens";"F";1;"EB01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen"
"EM487";"EBM006Oct";"Culex";"pipiens";"F";1;"EB01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen"
"EM488";"EBM006Oct";"Culex";"pipiens/torrentium?";"F";1;"EB01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, 1 prealar scale"
"EM489";"EBM006Oct";"Culex";"pipiens";"F";1;"EB01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen"
"EM490";"EBM006Oct";"Culex";"pipiens/torrentium?";"F";1;"EB01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no scales"
"EM491";"EBM006Oct";"Culex";"pipiens";"F";1;"EB01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM492";"EBM006Oct";"Culex";"pipiens/torrentium?";"F";1;"EB01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, 1 prealar scale"
"EM493";"EBM006Oct";"Culex";"pipiens";"F";1;"EB01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen"
"EM494";"EBM006Oct";"Culex";"pipiens";"F";1;"EB01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM495";"EBM006Oct";"Culex";"pipiens/torrentium?";"F";1;"EB01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM496";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM497";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM498";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM499";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs"
"EM500";"AOM009Oct";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"few scales, few legs"
"EM501";"AOM009Oct";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs, scales"
"EM502";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs"
"EM503";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs"
"EM504";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM505";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, complete"
"EM506";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs"
"EM507";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs"
"EM508";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM509";"AOM009Oct";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs, broken"
"EM510";"AOM009Oct";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, broken, flat"
"EM511";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs"
"EM512";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"few legs"
"EM513";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs"
"EM514";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen"
"EM515";"AOM009Oct";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs"
"EM516";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs"
"EM517";"AOM009Oct";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, 1 prealar scale"
"EM518";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen"
"EM519";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM520";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen"
"EM521";"AOM009Oct";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs"
"EM522";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs"
"EM523";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;
"EM524";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs"
"EM525";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen"
"EM526";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"complete"
"EM527";"AOM009Oct";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs, no scales"
"EM528";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few legs"
"EM529";"AOM009Oct";"Culex";"pipiens";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few scales"
"EM530";"AOM009Oct";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, few scales"
"EM531";"AOM009Oct";"Culex";"pipiens/torrentium?";"F";1;"AO01";"KB25, closet 123";"Empty";"Isra";2012/10/12 0:00:00;"nectar in abdomen, no legs, scales, head"
