"Sampling Code";"Subsite Code";"Site Code";"Trap Code";"Start Date";"End Date";"Presence of Aedes eggs";"Max temp (°C)";"Min temp (°C)";"Humidity (%)";"Comments"
"N1PP11Apr";"N1003";"N1";"PP11";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1PP11Jun";"N1003";"N1";"PP11";2012/6/5 0:00:00;2012/6/26 0:00:00;1;;;;
"N1PP11My1";"N1003";"N1";"PP11";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;"polystyrene next to trap"
"N1PP11My2";"N1003";"N1";"PP11";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1PP12Apr";"N108b";"N1";"PP12";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;"N1008b"
"N1PP12Aug";"N108b";"N1";"PP12";2012/8/3 0:00:00;2012/8/31 0:00:00;0;;;;"N1008b, polystyrene next to trap"
"N1PP12Jul";"N108b";"N1";"PP12";2012/6/26 0:00:00;2012/8/3 0:00:00;0;;;;"N1008b"
"N1PP12Jun";"N108b";"N1";"PP12";2012/6/5 0:00:00;2012/6/26 0:00:00;0;;;;"N1008b"
"N1PP12My1";"N108b";"N1";"PP12";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;"N1008b"
"N1PP12My2";"N108b";"N1";"PP12";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;"N1008b"
"N1PP12Oct";"N108b";"N1";"PP12";2012/9/28 0:00:00;2012/10/26 0:00:00;0;;;;"N1008b, polystyrene next to trap"
"N1PP12Sep";"N108b";"N1";"PP12";2012/8/31 0:00:00;2012/9/28 0:00:00;0;;;;"N1008b, polystyrene gone"
"N1PP13Apr";"N1011";"N1";"PP13";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;"polystyrene next to trap"
"N1PP13Aug";"N1011";"N1";"PP13";2012/7/27 0:00:00;2012/8/24 0:00:00;0;;;;"polystyrene next to trap, eaten by bird"
"N1PP13Jul";"N1011";"N1";"PP13";2012/6/26 0:00:00;2012/7/27 0:00:00;1;;;;"eggs did not eclose!"
"N1PP13Jun";"N1011";"N1";"PP13";2012/6/5 0:00:00;2012/6/26 0:00:00;1;;;;"polystyrene next to trap"
"N1PP13My1";"N1011";"N1";"PP13";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;
"N1PP13My2";"N1011";"N1";"PP13";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;
"N1PP13Oct";"N1011";"N1";"PP13";2012/9/20 0:00:00;2012/10/26 0:00:00;0;;;;"polystyrene next to trap, eaten by bird"
"N1PP13Sep";"N1011";"N1";"PP13";2012/8/24 0:00:00;2012/9/20 0:00:00;0;;;;"polystyrene next to trap, eaten by bird"
"N1PP14Apr";"N1013";"N1";"PP14";2012/4/13 0:00:00;2012/4/27 0:00:00;0;;;;
"N1PP14Jun";"N1013";"N1";"PP14";2012/6/5 0:00:00;2012/6/26 0:00:00;1;;;;"eggs did not eclose!"
"N1PP14My1";"N1013";"N1";"PP14";2012/4/27 0:00:00;2012/5/18 0:00:00;0;;;;
"N1PP14My2";"N1013";"N1";"PP14";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;"polystyrene not found"
"N1X3-3May";"N1016";"N1";"X3-3";2012/5/18 0:00:00;2012/6/5 0:00:00;0;;;;"P3-3 not found on 18/5 and X3-3 placed"
"PEO078Aug";"NA";"PE";"O078";2012/8/14 0:00:00;2012/9/11 0:00:00;0;;;;"polystyrene not found"
"PEO078Jul";"NA";"PE";"O078";2012/7/17 0:00:00;2012/8/14 0:00:00;0;;;;
"PEO078Sep";"NA";"PE";"O078";2012/9/11 0:00:00;2012/10/10 0:00:00;0;;;;
"PEO079Aug";"NA";"PE";"O079";2012/8/14 0:00:00;2012/9/11 0:00:00;0;;;;
"PEO079Jul";"NA";"PE";"O079";2012/7/17 0:00:00;2012/8/14 0:00:00;0;;;;
"PEO079Sep";"NA";"PE";"O079";2012/9/11 0:00:00;2012/10/10 0:00:00;0;;;;
"PEO080Aug";"NA";"PE";"O080";2012/8/14 0:00:00;2012/9/11 0:00:00;0;;;;
"PEO080Jul";"NA";"PE";"O080";2012/7/17 0:00:00;2012/8/14 0:00:00;0;;;;
"PEO080Sep";"NA";"PE";"O080";2012/9/11 0:00:00;2012/10/10 0:00:00;0;;;;
"PGO060Aug";"NA";"PG";"O060";2012/8/13 0:00:00;2012/9/10 0:00:00;0;;;;"polystyrene next to trap"
"PGO060Jul";"NA";"PG";"O060";2012/7/16 0:00:00;2012/8/13 0:00:00;0;;;;
"PGO060Sep";"NA";"PG";"O060";2012/9/10 0:00:00;2012/10/9 0:00:00;0;;;;
"PGO061Aug";"NA";"PG";"O061";2012/8/13 0:00:00;2012/9/10 0:00:00;0;;;;
"PGO061Jul";"NA";"PG";"O061";2012/7/16 0:00:00;2012/8/13 0:00:00;0;;;;
"PGO061Sep";"NA";"PG";"O061";2012/9/10 0:00:00;2012/10/9 0:00:00;0;;;;
"PGO062Aug";"NA";"PG";"O062";2012/8/13 0:00:00;2012/9/10 0:00:00;0;;;;
"PGO062Jul";"NA";"PG";"O062";2012/7/16 0:00:00;2012/8/13 0:00:00;0;;;;
"PGO062Sep";"NA";"PG";"O062";2012/9/10 0:00:00;2012/10/9 0:00:00;0;;;;
"TRO108Au1";"NA";"TR";"O108";2012/7/26 0:00:00;2012/8/20 0:00:00;0;;;;"polystyrene gone"
"TRO108Au2";"NA";"TR";"O108";2012/8/20 0:00:00;2012/8/27 0:00:00;0;;;;"polystyrene gone"
"TRO108Se1";"NA";"TR";"O108";2012/8/27 0:00:00;2012/9/10 0:00:00;0;;;;
"TRO108Se2";"NA";"TR";"O108";2012/9/10 0:00:00;2012/10/10 0:00:00;0;;;;
"TRO109Au1";"NA";"TR";"O109";2012/8/2 0:00:00;2012/8/20 0:00:00;0;;;;
"TRO109Au2";"NA";"TR";"O109";2012/8/20 0:00:00;2012/8/27 0:00:00;0;;;;"polystyrene gone"
"TRO109Jul";"NA";"TR";"O109";2012/7/26 0:00:00;2012/8/2 0:00:00;1;;;;"Aedes geniculatus! (nr 4 checked by Francis)"
"TRO109Se1";"NA";"TR";"O109";2012/8/27 0:00:00;2012/9/10 0:00:00;0;;;;
"TRO109Se2";"NA";"TR";"O109";2012/9/10 0:00:00;2012/10/10 0:00:00;0;;;;
"TRO110Au1";"NA";"TR";"O110";2012/7/26 0:00:00;2012/8/20 0:00:00;0;;;;"polystyrene gone"
"TRO110Au2";"NA";"TR";"O110";2012/8/20 0:00:00;2012/8/27 0:00:00;0;;;;
"TRO110Se1";"NA";"TR";"O110";2012/8/27 0:00:00;2012/9/10 0:00:00;0;;;;
"TRO110Se2";"NA";"TR";"O110";2012/9/10 0:00:00;2012/10/10 0:00:00;0;;;;"polystyrene gone"
"VPO093Aug";"NA";"VP";"O093";2012/8/16 0:00:00;2012/9/12 0:00:00;0;;;;
"VPO093Jul";"NA";"VP";"O093";2012/7/18 0:00:00;2012/8/16 0:00:00;0;;;;
"VPO093Sep";"NA";"VP";"O093";2012/9/12 0:00:00;2012/10/11 0:00:00;0;;;;
"VPO094Aug";"NA";"VP";"O094";2012/8/16 0:00:00;2012/9/12 0:00:00;0;;;;
"VPO094Jul";"NA";"VP";"O094";2012/7/18 0:00:00;2012/8/16 0:00:00;0;;;;"polystyrene gone"
"VPO094Sep";"NA";"VP";"O094";2012/9/12 0:00:00;2012/10/11 0:00:00;0;;;;
"VPO095Aug";"NA";"VP";"O095";2012/8/16 0:00:00;2012/9/12 0:00:00;0;;;;
"VPO095Jul";"NA";"VP";"O095";2012/7/18 0:00:00;2012/8/16 0:00:00;0;;;;
"VPO095Sep";"NA";"VP";"O095";2012/9/12 0:00:00;2012/10/11 0:00:00;0;;;;
