species;decimallatitude;decimallongitude;eventdate;day;month;year
Anopheles maculipennis;50.833.752;327.088;2008-08-17T02:00Z;17;8;2008
Aedes communis;50.929.001;567.582;2008-05-27T02:00Z;27;5;2008
Anopheles maculipennis;5.044.035;369.062;2008-07-08T02:00Z;8;7;2008
Anopheles maculipennis;5.056.591;420.923;2008-08-12T02:00Z;12;8;2008
Anopheles maculipennis;5.127.351;327.243;2007-06-10T02:00Z;10;6;2007
Culex pipiens;5.048.383;365.568;2007-08-06T02:00Z;6;8;2007
Culiseta morsitans;50.996.262;561.986;2008-05-20T02:00Z;20;5;2008
Anopheles claviger;;;2008-08-12T02:00Z;12;8;2008
Culex pipiens;50.833.752;327.088;2008-08-17T02:00Z;17;8;2008
Anopheles maculipennis;49.985.889;451.494;2008-06-25T02:00Z;25;6;2008
Aedes geniculatus;49.637.859;553.415;2007-08-06T02:00Z;6;8;2007
Anopheles claviger;5.021.492;552.428;2007-06-03T02:00Z;3;6;2007
Aedes rusticus;5.102.758;554.098;2008-05-13T02:00Z;13;5;2008
Culex pipiens;5.056.591;420.923;2008-08-12T02:00Z;12;8;2008
Anopheles maculipennis;50.762.798;359.848;2007-08-13T02:00Z;13;8;2007
Culiseta annulata;5.048.383;365.568;2007-08-06T02:00Z;6;8;2007
Anopheles claviger;50.421.459;628.095;2008-05-26T02:00Z;26;5;2008
Anopheles plumbeus;50.483.158;509.425;2007-08-08T02:00Z;8;8;2007
Culiseta annulata;;;2008-08-12T02:00Z;12;8;2008
Culex pipiens;5.056.591;420.923;2008-08-12T02:00Z;12;8;2008
Culex pipiens;50.193.069;515.545;2008-05-26T02:00Z;26;5;2008
Anopheles claviger;51.268.799;429.872;2008-07-01T02:00Z;1;7;2008
Culex pipiens;50.483.158;509.425;2007-08-08T02:00Z;8;8;2007
Anopheles maculipennis;5.048.383;365.568;2007-08-06T02:00Z;6;8;2007
Culex pipiens;5.021.492;552.428;2007-06-03T02:00Z;3;6;2007
Aedes rusticus;5.124.585;447.338;2008-05-07T02:00Z;7;5;2008
Anopheles maculipennis;50.996.262;561.986;2008-05-20T02:00Z;20;5;2008
Culiseta annulata;5.124.585;447.338;2008-05-07T02:00Z;7;5;2008
Culex pipiens;49.637.859;553.415;2007-08-06T02:00Z;6;8;2007
Aedes cantans;5.076.918;459.191;2008-05-27T02:00Z;27;5;2008
Culex pipiens;5.076.918;459.191;2008-05-27T02:00Z;27;5;2008
;50.996.262;561.986;2008-05-20T02:00Z;20;5;2008
Aedes geniculatus;50.833.752;327.088;2008-08-17T02:00Z;17;8;2008
Culiseta annulata;50.483.158;509.425;2007-08-08T02:00Z;8;8;2007
Culex pipiens;5.044.035;369.062;2008-07-08T02:00Z;8;7;2008
Culiseta morsitans;50.996.262;561.986;2008-05-20T02:00Z;20;5;2008
Culex pipiens;5.048.383;365.568;2007-08-06T02:00Z;6;8;2007
Culex pipiens;50.216.888;420.133;2007-07-01T02:00Z;1;7;2007
Anopheles maculipennis;;;2008-08-12T02:00Z;12;8;2008
Anopheles maculipennis;50.483.158;509.425;2007-08-08T02:00Z;8;8;2007
Culex pipiens;51.032.761;421.209;2008-08-04T02:00Z;4;8;2008
Aedes communis;50.996.262;561.986;2008-05-20T02:00Z;20;5;2008
Culex pipiens;5.124.585;447.338;2008-05-07T02:00Z;7;5;2008
Anopheles claviger;49.985.889;451.494;2008-06-25T02:00Z;25;6;2008
Aedes punctor;50.996.262;561.986;2008-05-20T02:00Z;20;5;2008
Aedes cinereus;50.973.492;561.443;2008-09-29T02:00Z;29;9;2008
Anopheles plumbeus;49.585.129;563.894;2007-07-29T02:00Z;29;7;2007
Anopheles plumbeus;5.121.349;419.275;2008-09-10T02:00Z;10;9;2008
Culex pipiens;51.268.799;429.872;2008-07-01T02:00Z;1;7;2008
;50.996.262;561.986;2008-05-20T02:00Z;20;5;2008
Aedes cantans;51.268.799;429.872;2008-07-01T02:00Z;1;7;2008
Culex pipiens;;;2008-08-12T02:00Z;12;8;2008
Anopheles maculipennis;51.268.799;429.872;2008-07-01T02:00Z;1;7;2008
Anopheles claviger;50.541.431;484.673;2008-08-27T02:00Z;27;8;2008
Anopheles maculipennis;5.076.918;459.191;2008-05-27T02:00Z;27;5;2008
Culiseta annulata;50.996.262;561.986;2008-05-20T02:00Z;20;5;2008
Culex pipiens;51.103.222;401.675;2008-09-10T02:00Z;10;9;2008
Culex pipiens;49.585.129;563.894;2007-07-29T02:00Z;29;7;2007
Aedes communis;5.124.585;447.338;2008-05-07T02:00Z;7;5;2008
Aedes cinereus;49.585.129;563.894;2007-07-29T02:00Z;29;7;2007
Aedes punctor;5.124.585;447.338;2008-05-07T02:00Z;7;5;2008
Culex pipiens;49.585.129;563.894;2007-07-29T02:00Z;29;7;2007
Culex pipiens;51.268.799;429.872;2008-07-01T02:00Z;1;7;2008
Aedes cantans;5.124.585;447.338;2008-05-07T02:00Z;7;5;2008
Aedes vexans;50.999.199;562.209;2008-09-22T02:00Z;22;9;2008
Culex pipiens;51.183.769;39.537;2008-08-18T02:00Z;18;8;2008
Culex pipiens;5.121.349;419.275;2008-09-10T02:00Z;10;9;2008
Culex pipiens;5.106.432;425.849;2008-08-04T02:00Z;4;8;2008
Anopheles claviger;5.044.035;369.062;2008-07-08T02:00Z;8;7;2008
Culex pipiens;50.973.492;561.443;2008-09-29T02:00Z;29;9;2008
Coquillettidia richiardii;51.268.799;429.872;2008-07-01T02:00Z;1;7;2008
Anopheles claviger;51.103.222;401.675;2008-09-10T02:00Z;10;9;2008
Anopheles plumbeus;5.033.588;507.147;2008-10-01T02:00Z;1;10;2008
Culex pipiens;51.189.941;370.683;2008-09-01T02:00Z;1;9;2008
Culex pipiens;5.085.535;414.339;2008-09-02T02:00Z;2;9;2008
Culex pipiens;50.999.199;562.209;2008-09-22T02:00Z;22;9;2008
Anopheles claviger;5.124.585;447.338;2008-05-07T02:00Z;7;5;2008
Culex pipiens;51.103.222;401.675;2008-09-10T02:00Z;10;9;2008
Culex pipiens;5.033.588;507.147;2008-10-01T02:00Z;1;10;2008
Aedes vexans;51.268.799;429.872;2008-07-01T02:00Z;1;7;2008
Anopheles plumbeus;5.121.349;419.275;2008-09-10T02:00Z;10;9;2008
Aedes annulipes;50.996.262;561.986;2008-05-20T02:00Z;20;5;2008
Aedes cinereus;50.996.262;561.986;2008-05-20T02:00Z;20;5;2008
Aedes cinereus;51.103.222;401.675;2008-09-10T02:00Z;10;9;2008
Culiseta annulata;51.268.799;429.872;2008-07-01T02:00Z;1;7;2008
Coquillettidia richiardii;51.268.799;429.872;2008-07-01T02:00Z;1;7;2008
Culiseta morsitans;50.973.492;561.443;2008-09-29T02:00Z;29;9;2008
Culex pipiens;5.121.349;419.275;2008-09-10T02:00Z;10;9;2008
Culiseta morsitans;50.999.199;562.209;2008-09-22T02:00Z;22;9;2008
Aedes geniculatus;49.585.129;563.894;2007-07-29T02:00Z;29;7;2007
Culex pipiens;51.098.969;355.143;2008-09-08T02:00Z;8;9;2008
Anopheles plumbeus;;;2008-08-05T02:00Z;5;8;2008
Culex pipiens;51.098.969;355.143;2008-09-08T02:00Z;8;9;2008
Coquillettidia richiardii;50.837.429;467.519;2008-08-19T02:00Z;19;8;2008
Aedes geniculatus;50.837.429;467.519;2008-08-19T02:00Z;19;8;2008
Culex pipiens;50.864.109;338.857;2008-08-17T02:00Z;17;8;2008
Culex pipiens;50.999.199;562.209;2008-09-22T02:00Z;22;9;2008
Culex pipiens;51.057.209;359.924;2008-09-01T02:00Z;1;9;2008
Culex pipiens;50.837.429;467.519;2008-08-19T02:00Z;19;8;2008
Anopheles claviger;51.189.941;370.683;2008-09-01T02:00Z;1;9;2008
Anopheles plumbeus;5.085.535;414.339;2008-09-02T02:00Z;2;9;2008
Culex pipiens;;;2008-08-05T02:00Z;5;8;2008
Culex pipiens;51.032.761;421.209;2008-08-04T02:00Z;4;8;2008
Culex pipiens;50.859.791;297.778;2008-08-10T02:00Z;10;8;2008
Aedes cinereus;50.999.199;562.209;2008-09-22T02:00Z;22;9;2008
Culex pipiens;5.033.588;507.147;2008-10-01T02:00Z;1;10;2008
Culex pipiens;50.621.971;39.025;2008-08-26T02:00Z;26;8;2008
Culex pipiens;50.837.429;467.519;2008-08-19T02:00Z;19;8;2008
Culex pipiens;50.574.261;365.891;2008-07-01T02:00Z;1;7;2008
Culiseta annulata;5.106.432;425.849;2008-08-04T02:00Z;4;8;2008
Culiseta annulata;51.268.799;429.872;2008-07-01T02:00Z;1;7;2008
Culex pipiens;51.189.941;370.683;2008-09-01T02:00Z;1;9;2008
Anopheles claviger;5.106.432;425.849;2008-08-04T02:00Z;4;8;2008
Culex pipiens;50.779.942;42.767;2008-08-19T02:00Z;19;8;2008
Anopheles claviger;51.098.969;355.143;2008-09-08T02:00Z;8;9;2008
Culex pipiens;50.939.129;381.575;2008-08-25T02:00Z;25;8;2008
Culex pipiens;50.973.492;561.443;2008-09-29T02:00Z;29;9;2008
Culex pipiens;50.793.381;454.178;2008-08-19T02:00Z;19;8;2008
Culex pipiens;50.996.841;562.486;2008-09-22T02:00Z;22;9;2008
Aedes cinereus;50.996.841;562.486;2008-09-22T02:00Z;22;9;2008
Anopheles claviger;51.175.098;416.294;2008-08-11T02:00Z;11;8;2008
Culex pipiens;50.780.399;355.021;2008-08-17T02:00Z;17;8;2008
Culex pipiens;50.827.419;437.791;2008-09-16T02:00Z;16;9;2008
Culex pipiens;50.779.942;42.767;2008-08-19T02:00Z;19;8;2008
Culex pipiens;5.055.497;340.345;2008-08-24T02:00Z;24;8;2008
Aedes cantans;50.977.139;370.604;2008-06-09T02:00Z;9;6;2008
Culex pipiens;51.175.098;416.294;2008-08-11T02:00Z;11;8;2008
Culex pipiens;51.183.769;39.537;2008-08-18T02:00Z;18;8;2008
Culex pipiens;50.858.452;406.978;2008-09-02T02:00Z;2;9;2008
Culex pipiens;5.106.432;425.849;2008-08-04T02:00Z;4;8;2008
Culex pipiens;51.024.059;0.23834;2008-08-04T02:00Z;4;8;2008
Aedes cinereus;50.837.429;467.519;2008-08-19T02:00Z;19;8;2008
Anopheles claviger;50.858.452;406.978;2008-09-02T02:00Z;2;9;2008
Anopheles plumbeus;50.837.429;467.519;2008-08-19T02:00Z;19;8;2008
Culex pipiens;50.955.818;423.672;2008-09-09T02:00Z;9;9;2008
Culiseta annulata;51.183.769;39.537;2008-08-18T02:00Z;18;8;2008
Aedes geniculatus;5.064.975;351.232;2008-06-23T02:00Z;23;6;2008
Culex pipiens;51.120.628;337.723;2008-06-29T02:00Z;29;6;2008
Culiseta annulata;50.939.129;381.575;2008-08-25T02:00Z;25;8;2008
Culex pipiens;5.102.459;399.911;2008-06-02T02:00Z;2;6;2008
Anopheles claviger;5.064.975;351.232;2008-06-23T02:00Z;23;6;2008
Culex pipiens;5.096.677;340.344;2008-06-01T02:00Z;1;6;2008
Culex pipiens;50.864.109;338.857;2008-08-17T02:00Z;17;8;2008
Culex pipiens;51.120.628;337.723;2008-06-29T02:00Z;29;6;2008
Culiseta annulata;5.078.899;460.504;2008-05-27T02:00Z;27;5;2008
Culex pipiens;51.175.098;416.294;2008-08-11T02:00Z;11;8;2008
Culex pipiens;5.064.975;351.232;2008-06-23T02:00Z;23;6;2008
Culex pipiens;50.780.399;355.021;2008-08-17T02:00Z;17;8;2008
Culex pipiens;50.911.171;468.449;2008-08-12T02:00Z;12;8;2008
Anopheles claviger;51.183.769;39.537;2008-08-18T02:00Z;18;8;2008
Culiseta annulata;5.064.975;351.232;2008-06-23T02:00Z;23;6;2008
Culex pipiens;50.730.419;349.979;2008-07-06T02:00Z;6;7;2008
Culex pipiens;50.911.171;468.449;2008-08-12T02:00Z;12;8;2008
Culex pipiens;5.116.473;436.848;2008-07-02T02:00Z;2;7;2008
Culex pipiens;51.024.059;0.23834;2008-08-04T02:00Z;4;8;2008
Culex pipiens;50.659;408.148;2008-08-26T02:00Z;26;8;2008
Anopheles claviger;506.558;340.211;2008-06-30T02:00Z;30;6;2008
Aedes cinereus;49.988.369;570.502;2008-10-01T02:00Z;1;10;2008
Coquillettidia richiardii;51.175.098;416.294;2008-08-11T02:00Z;11;8;2008
Culex pipiens;5.088.176;375.926;2008-06-16T02:00Z;16;6;2008
Culex territans;5.116.473;436.848;2008-07-02T02:00Z;2;7;2008
Culex pipiens;50.858.452;406.978;2008-09-02T02:00Z;2;9;2008
Culex pipiens;50.354.408;37.314;2008-07-08T02:00Z;8;7;2008
Culex pipiens;50.939.129;381.575;2008-08-25T02:00Z;25;8;2008
Culex pipiens;5.055.497;340.345;2008-08-24T02:00Z;24;8;2008
Culex pipiens;50.640.331;332.049;2008-06-30T02:00Z;30;6;2008
Culex pipiens;50.859.791;297.778;2008-08-10T02:00Z;10;8;2008
Culex territans;5.116.473;436.848;2008-07-02T02:00Z;2;7;2008
Anopheles plumbeus;49.648.972;582.859;2008-10-01T02:00Z;1;10;2008
Culex torrentium;5.116.473;436.848;2008-07-02T02:00Z;2;7;2008
Culex pipiens;50.746.799;352.953;2008-07-06T02:00Z;6;7;2008
Aedes rusticus;50.902.908;46.444;2008-05-20T02:00Z;20;5;2008
Anopheles plumbeus;506.558;340.211;2008-06-30T02:00Z;30;6;2008
Culex pipiens;50.565.609;328.782;2008-07-07T02:00Z;7;7;2008
Culex pipiens;50.640.331;332.049;2008-06-30T02:00Z;30;6;2008
Culex pipiens;51.115.528;42.674;2008-06-25T02:00Z;25;6;2008
Culex pipiens;5.064.975;351.232;2008-06-23T02:00Z;23;6;2008
Culex pipiens;50.565.609;328.782;2008-07-07T02:00Z;7;7;2008
Culex pipiens;50.977.139;370.604;2008-06-09T02:00Z;9;6;2008
Aedes caspius;51.342.098;423.821;2008-07-01T02:00Z;1;7;2008
Culex pipiens;51.342.098;423.821;2008-07-01T02:00Z;1;7;2008
Culex pipiens;5.078.899;460.504;2008-05-27T02:00Z;27;5;2008
Culex pipiens;5.056.245;358.576;2008-07-01T02:00Z;1;7;2008
Aedes cantans;5.101.458;568.897;2008-06-23T02:00Z;23;6;2008
Culex pipiens;50.862.438;374.542;2008-06-16T02:00Z;16;6;2008
Culex pipiens;50.746.799;352.953;2008-07-06T02:00Z;6;7;2008
Culex pipiens;50.659;408.148;2008-08-26T02:00Z;26;8;2008
Aedes rusticus;50.874.729;453.192;2008-06-03T02:00Z;3;6;2008
Anopheles claviger;50.977.139;370.604;2008-06-09T02:00Z;9;6;2008
Aedes caspius;5.127.824;313.092;2008-06-22T02:00Z;22;6;2008
Culex pipiens;50.715.759;398.527;2008-06-24T02:00Z;24;6;2008
Anopheles claviger;5.127.824;313.092;2008-06-22T02:00Z;22;6;2008
Culex pipiens;50.674.221;360.322;2008-06-23T02:00Z;23;6;2008
Coquillettidia richiardii;51.423.611;442.983;2008-06-30T02:00Z;30;6;2008
Culex pipiens;50.354.408;37.314;2008-07-08T02:00Z;8;7;2008
Culex pipiens;51.094.059;414.675;2008-07-02T02:00Z;2;7;2008
Aedes punctor;51.423.611;442.983;2008-06-30T02:00Z;30;6;2008
Coquillettidia richiardii;5.116.473;436.848;2008-07-02T02:00Z;2;7;2008
Culiseta annulata;51.423.611;442.983;2008-06-30T02:00Z;30;6;2008
Culex pipiens;51.136.761;555.024;2008-06-23T02:00Z;23;6;2008
Culex pipiens;49.988.369;570.502;2008-10-01T02:00Z;1;10;2008
Culex pipiens;51.342.098;423.821;2008-07-01T02:00Z;1;7;2008
Culex pipiens;51.251.259;318.409;2008-06-22T02:00Z;22;6;2008
Culex pipiens;51.111.919;383.625;2008-09-10T02:00Z;10;9;2008
Culex pipiens;5.127.824;313.092;2008-06-22T02:00Z;22;6;2008
Aedes cinereus;5.104.768;540.536;2008-05-13T02:00Z;13;5;2008
Culex pipiens;50.545.841;336.383;2008-07-07T02:00Z;7;7;2008
Culex pipiens;49.648.972;582.859;2008-10-01T02:00Z;1;10;2008
Culiseta morsitans;51.423.611;442.983;2008-06-30T02:00Z;30;6;2008
Anopheles claviger;50.698.738;392.336;2008-06-24T02:00Z;24;6;2008
Anopheles maculipennis;5.116.473;436.848;2008-07-02T02:00Z;2;7;2008
Culex pipiens;50.698.738;392.336;2008-06-24T02:00Z;24;6;2008
Culiseta annulata;51.399.052;446.389;2008-06-30T02:00Z;30;6;2008
Anopheles claviger;51.115.528;42.674;2008-06-25T02:00Z;25;6;2008
Culex pipiens;49.988.369;570.502;2008-10-01T02:00Z;1;10;2008
Culex pipiens;49.648.972;582.859;2008-10-01T02:00Z;1;10;2008
Anopheles claviger;5.106.319;420.551;2008-05-26T02:00Z;26;5;2008
Culex pipiens;;;2008-10-01T02:00Z;1;10;2008
Culex pipiens;51.399.052;446.389;2008-06-30T02:00Z;30;6;2008
Aedes cinereus;51.399.052;446.389;2008-06-30T02:00Z;30;6;2008
Culex pipiens;5.026.033;506.356;2008-10-01T02:00Z;1;10;2008
Anopheles maculipennis;51.423.611;442.983;2008-06-30T02:00Z;30;6;2008
Anopheles plumbeus;5.101.458;568.897;2008-06-23T02:00Z;23;6;2008
Culiseta annulata;51.066.139;366.664;2008-09-10T02:00Z;10;9;2008
Culex torrentium;51.094.059;414.675;2008-07-02T02:00Z;2;7;2008
Coquillettidia richiardii;51.115.528;42.674;2008-06-25T02:00Z;25;6;2008
Culex pipiens;5.127.824;313.092;2008-06-22T02:00Z;22;6;2008
Coquillettidia richiardii;51.399.052;446.389;2008-06-30T02:00Z;30;6;2008
Culex torrentium;51.399.052;446.389;2008-06-30T02:00Z;30;6;2008
Culex pipiens;5.104.768;540.536;2008-05-13T02:00Z;13;5;2008
Aedes cinereus;51.423.611;442.983;2008-06-30T02:00Z;30;6;2008
Culex pipiens;5.101.458;568.897;2008-06-23T02:00Z;23;6;2008
Culex pipiens;51.304.001;518.043;2008-06-11T02:00Z;11;6;2008
Coquillettidia richiardii;51.423.611;442.983;2008-06-30T02:00Z;30;6;2008
Anopheles claviger;51.066.139;366.664;2008-09-10T02:00Z;10;9;2008
Aedes communis;5.101.458;568.897;2008-06-23T02:00Z;23;6;2008
Culex pipiens;5.106.319;420.551;2008-05-26T02:00Z;26;5;2008
Culex pipiens;51.136.761;555.024;2008-06-23T02:00Z;23;6;2008
Anopheles claviger;;;2008-10-01T02:00Z;1;10;2008
Anopheles maculipennis;51.423.611;442.983;2008-06-30T02:00Z;30;6;2008
Culex pipiens;51.111.919;383.625;2008-09-10T02:00Z;10;9;2008
Aedes detritus;51.031.181;508.706;2008-08-13T02:00Z;13;8;2008
Culex pipiens;5.100.111;561.205;2008-09-29T02:00Z;29;9;2008
Culiseta morsitans;51.423.611;442.983;2008-06-30T02:00Z;30;6;2008
Culiseta morsitans;5.104.768;540.536;2008-05-13T02:00Z;13;5;2008
Culiseta annulata;51.066.139;366.664;2008-09-10T02:00Z;10;9;2008
Anopheles claviger;;;2008-09-18T02:00Z;18;9;2008
Aedes cinereus;51.031.181;508.706;2008-08-13T02:00Z;13;8;2008
Culex pipiens;51.066.139;366.664;2008-09-10T02:00Z;10;9;2008
Aedes cantans;51.423.611;442.983;2008-06-30T02:00Z;30;6;2008
Culiseta annulata;51.031.181;508.706;2008-08-13T02:00Z;13;8;2008
Culex pipiens;51.423.611;442.983;2008-06-30T02:00Z;30;6;2008
Culex pipiens;51.399.052;446.389;2008-06-30T02:00Z;30;6;2008
Aedes punctor;5.101.458;568.897;2008-06-23T02:00Z;23;6;2008
Aedes punctor;51.078.468;532.475;2008-06-17T02:00Z;17;6;2008
Culex pipiens;5.026.033;506.356;2008-10-01T02:00Z;1;10;2008
Aedes rusticus;51.031.181;508.706;2008-08-13T02:00Z;13;8;2008
Anopheles claviger;5.100.111;561.205;2008-09-29T02:00Z;29;9;2008
Culex pipiens;51.169.189;515.583;2008-08-20T02:00Z;20;8;2008
Aedes punctor;5.104.768;540.536;2008-05-13T02:00Z;13;5;2008
Culex pipiens;51.090.118;465.352;2008-07-30T02:00Z;30;7;2008
Aedes cantans;5.104.768;540.536;2008-05-13T02:00Z;13;5;2008
Culex pipiens;;;2008-09-18T02:00Z;18;9;2008
Aedes rusticus;5.104.768;540.536;2008-05-13T02:00Z;13;5;2008
Aedes cinereus;51.066.139;366.664;2008-09-10T02:00Z;10;9;2008
Culex pipiens;5.100.111;561.205;2008-09-29T02:00Z;29;9;2008
Culiseta annulata;51.304.001;518.043;2008-06-11T02:00Z;11;6;2008
Culex pipiens;50.682.968;611.618;2008-08-04T02:00Z;4;8;2008
Aedes geniculatus;5.101.458;568.897;2008-06-23T02:00Z;23;6;2008
Aedes cinereus;51.169.189;515.583;2008-08-20T02:00Z;20;8;2008
Culiseta annulata;51.090.118;465.352;2008-07-30T02:00Z;30;7;2008
Aedes sticticus;51.078.468;532.475;2008-06-17T02:00Z;17;6;2008
Anopheles plumbeus;5.104.768;540.536;2008-05-13T02:00Z;13;5;2008
Culex pipiens;51.078.468;532.475;2008-06-17T02:00Z;17;6;2008
Culex territans;5.100.111;561.205;2008-09-29T02:00Z;29;9;2008
Aedes communis;5.104.768;540.536;2008-05-13T02:00Z;13;5;2008
Aedes cinereus;5.100.111;561.205;2008-09-29T02:00Z;29;9;2008
Culex torrentium;51.078.468;532.475;2008-06-17T02:00Z;17;6;2008
Culex pipiens;51.031.181;508.706;2008-08-13T02:00Z;13;8;2008
Aedes cantans;51.358.158;49.671;2008-06-18T02:00Z;18;6;2008
Culiseta annulata;5.068.079;583.846;2008-07-28T02:00Z;28;7;2008
Culex pipiens;51.090.118;465.352;2008-07-30T02:00Z;30;7;2008
Culiseta morsitans;5.104.768;540.536;2008-05-13T02:00Z;13;5;2008
Aedes vexans;51.031.181;508.706;2008-08-13T02:00Z;13;8;2008
Anopheles claviger;51.304.001;518.043;2008-06-11T02:00Z;11;6;2008
Culex pipiens;50.431.431;438.988;2008-09-18T02:00Z;18;9;2008
Culex pipiens;51.169.189;515.583;2008-08-20T02:00Z;20;8;2008
Culex pipiens;51.358.158;49.671;2008-06-18T02:00Z;18;6;2008
Anopheles plumbeus;5.125.943;486.543;2008-08-27T02:00Z;27;8;2008
Anopheles maculipennis;51.031.181;508.706;2008-08-13T02:00Z;13;8;2008
Culiseta annulata;50.431.431;438.988;2008-09-18T02:00Z;18;9;2008
Aedes cinereus;51.078.468;532.475;2008-06-17T02:00Z;17;6;2008
Aedes communis;51.078.468;532.475;2008-06-17T02:00Z;17;6;2008
Culex pipiens;51.078.468;532.475;2008-06-17T02:00Z;17;6;2008
Aedes cinereus;5.125.943;486.543;2008-08-27T02:00Z;27;8;2008
Culex pipiens;5.062.735;581.766;2008-09-16T02:00Z;16;9;2008
Culiseta annulata;51.031.181;508.706;2008-08-13T02:00Z;13;8;2008
Anopheles claviger;51.358.158;49.671;2008-06-18T02:00Z;18;6;2008
Culex territans;51.078.468;532.475;2008-06-17T02:00Z;17;6;2008
Culex territans;51.358.158;49.671;2008-06-18T02:00Z;18;6;2008
Culex pipiens;51.031.181;508.706;2008-08-13T02:00Z;13;8;2008
Anopheles claviger;5.062.735;581.766;2008-09-16T02:00Z;16;9;2008
Culex torrentium;51.090.118;465.352;2008-07-30T02:00Z;30;7;2008
Culex torrentium;5.062.735;581.766;2008-09-16T02:00Z;16;9;2008
Anopheles claviger;50.431.431;438.988;2008-09-18T02:00Z;18;9;2008
Culex pipiens;50.713.879;603.336;2008-07-28T02:00Z;28;7;2008
Culex pipiens;5.062.735;581.766;2008-09-16T02:00Z;16;9;2008
Anopheles claviger;50.466.282;571.609;2008-09-08T02:00Z;8;9;2008
Culex pipiens;51.066.769;513.568;2008-06-17T02:00Z;17;6;2008
Culex pipiens;50.298.409;576.961;2008-08-25T02:00Z;25;8;2008
Culiseta annulata;50.682.968;611.618;2008-08-04T02:00Z;4;8;2008
Culex pipiens;50.550.468;591.359;2008-08-04T02:00Z;4;8;2008
Aedes cinereus;51.358.158;49.671;2008-06-18T02:00Z;18;6;2008
Culex pipiens;50.682.968;611.618;2008-08-04T02:00Z;4;8;2008
Culex pipiens;5.068.079;583.846;2008-07-28T02:00Z;28;7;2008
Aedes punctor;51.304.001;518.043;2008-06-11T02:00Z;11;6;2008
Culex torrentium;50.298.409;576.961;2008-08-25T02:00Z;25;8;2008
Culiseta annulata;51.001.789;488.963;2008-08-06T02:00Z;6;8;2008
Culex pipiens;50.466.282;571.609;2008-09-08T02:00Z;8;9;2008
Aedes communis;51.304.001;518.043;2008-06-11T02:00Z;11;6;2008
Culex pipiens;5.068.079;583.846;2008-07-28T02:00Z;28;7;2008
Coquillettidia richiardii;50.431.431;438.988;2008-09-18T02:00Z;18;9;2008
Aedes cantans;51.001.789;488.963;2008-08-06T02:00Z;6;8;2008
Anopheles maculipennis;50.682.968;611.618;2008-08-04T02:00Z;4;8;2008
Aedes cinereus;51.304.001;518.043;2008-06-11T02:00Z;11;6;2008
Culex torrentium;50.527.939;533.654;2008-09-22T02:00Z;22;9;2008
Anopheles claviger;51.001.789;488.963;2008-08-06T02:00Z;6;8;2008
Culex pipiens;51.358.158;49.671;2008-06-18T02:00Z;18;6;2008
Culex pipiens;50.414.001;554.986;2008-09-01T02:00Z;1;9;2008
Culex pipiens;50.801.281;557.678;2008-09-17T02:00Z;17;9;2008
Culex pipiens;50.298.409;576.961;2008-08-25T02:00Z;25;8;2008
Anopheles plumbeus;5.036.657;571.288;2008-09-01T02:00Z;1;9;2008
Culex pipiens;51.001.789;488.963;2008-08-06T02:00Z;6;8;2008
Aedes vexans;51.001.789;488.963;2008-08-06T02:00Z;6;8;2008
Anopheles plumbeus;5.055.032;552.043;2008-09-15T02:00Z;15;9;2008
Culex pipiens;50.495.289;529.868;2008-09-22T02:00Z;22;9;2008
Anopheles plumbeus;51.001.789;488.963;2008-08-06T02:00Z;6;8;2008
Culex pipiens;50.527.939;533.654;2008-09-22T02:00Z;22;9;2008
Culex pipiens;50.527.939;533.654;2008-09-22T02:00Z;22;9;2008
Culex pipiens;5.125.943;486.543;2008-08-27T02:00Z;27;8;2008
Anopheles claviger;5.055.032;552.043;2008-09-15T02:00Z;15;9;2008
Culex torrentium;;;2008-09-03T02:00Z;3;9;2008
Aedes cinereus;51.085.152;552.061;2008-08-05T02:00Z;5;8;2008
Culex pipiens;51.085.152;552.061;2008-08-05T02:00Z;5;8;2008
Culex pipiens;51.085.152;552.061;2008-08-05T02:00Z;5;8;2008
Culex pipiens;5.038.604;561.197;2008-09-01T02:00Z;1;9;2008
Culex pipiens;50.358.959;605.511;2008-08-25T02:00Z;25;8;2008
Culex pipiens;50.813.061;5.162;2008-09-02T02:00Z;2;9;2008
Culex pipiens;5.125.943;486.543;2008-08-27T02:00Z;27;8;2008
Anopheles claviger;5.119.516;549.848;2008-07-29T02:00Z;29;7;2008
Culex pipiens;50.414.001;554.986;2008-09-01T02:00Z;1;9;2008
Culex pipiens;50.713.879;603.336;2008-07-28T02:00Z;28;7;2008
Culex pipiens;;;2008-08-27T02:00Z;27;8;2008
Culiseta annulata;5.125.943;486.543;2008-08-27T02:00Z;27;8;2008
Culex pipiens;50.143.219;612.856;2008-08-18T02:00Z;18;8;2008
Culex pipiens;5.066.452;584.294;2008-07-28T02:00Z;28;7;2008
Culex pipiens;5.055.032;552.043;2008-09-15T02:00Z;15;9;2008
Culex pipiens;;;2008-09-03T02:00Z;3;9;2008
Anopheles plumbeus;50.358.959;605.511;2008-08-25T02:00Z;25;8;2008
Culex pipiens;51.166.359;561.523;2008-07-29T02:00Z;29;7;2008
Culex pipiens;50.459.042;524.047;2008-09-22T02:00Z;22;9;2008
Culex pipiens;5.119.516;549.848;2008-07-29T02:00Z;29;7;2008
Coquillettidia richiardii;51.236.759;517.457;2008-08-20T02:00Z;20;8;2008
Culex pipiens;50.441.731;573.707;2008-09-08T02:00Z;8;9;2008
